"poetID","NameHZ","NamePY","HaoHZ","HaoPY","ZiHZ","ZiPY","OtherZiHaoHZ","OtherZiHaoPY","MaritalStatus","Notes","Sex","LifeSpan","StartYear","EndYear","EthnicGroup","MainWorks","ispoet","HuWenKai","zhuLu","xuZuoZhe","baZuoZhe"
71,"許權","Xu Quan","","","宜媖","Yiying","","","正室","諸生許震皇女﹐進士崔謨妻。以不得于翁姑﹐自經死。按崔謨﹐江西湖口人﹐乾隆七年(1742)進士。徐乃昌閨秀詞鈔作江州人。崔謨亦是江州人。  據《清代閨秀集叢刊》, 生卒年(1705-1736)； CBDB錄「《清代人物生卒年表》定其生卒年為？~乾隆1年」，定為(1712-1736)，均有誤。 見附錄中《崔謨自撰許宜媖小傳》稱許權「自經死，年三十有二」。《崔進士本事詩》中記乾隆二年丁巳科(1737)崔謨落第而歸，南歸後「媖伴坐」並作詩唱和； 之後己未科(文中誤作「巳未」科，1739)再次下第出都，崔謨作詩憶亡婦生祭。則許權卒年當在1737-1739間，而不可能是1736.生年則當在1706左右。   另據《清代閨秀集叢刊》，善畫工詩。","女","約1706-1739前",1705,1739,"漢","《問花樓詩集》﹑《閨中小草》",1,"570","清史稿藝文志﹐擷芳集﹐國朝閨閣詩鈔﹐國朝閨秀正始集﹐晚晴簃詩匯﹐小黛軒論詩詩﹐(徐乃昌)閨秀詞鈔","",""
72,"方芳佩","Fang Fangpei","懷蓼","Huailiao","芷齋","Zhizhai","鳳池","Fengchi","正室","方宜照女﹐巡撫汪新(芍坡)妻。女纘﹑紉﹑繡。媳王德儀。","女","1728-1809",1728,1809,"漢","《在璞堂吟稿一卷續稿一卷三刻一卷》",1,"223","杭州府志﹐海寧州志稿﹐擷芳集﹐國朝閨閣詩鈔﹐國朝閨秀正始集﹐小黛軒論詩詩","沈德潛﹐方德發﹐杭世駿﹐徐德音序﹐方芳佩自序",""
74,"杭澄","Hang Cheng","定水老人","Dingshuilaoren","清之","Qingzhi","筠圃","Yunpu","正室﹐寡婦","編修杭世駿大宗(1696-1773)妹﹐國學生趙萬暻妻﹐早寡。按世駿﹐雍正二年(1724)舉人﹐乾隆元年(1736)舉鴻博授編修。有《道古堂詩文集》。","女","清雍正前後",1697,1765,"漢","筠圃吟草﹐湛堂書幃詩﹐臥雪軒吟草四卷﹐伏枕吟一卷",1,"395","杭州府志﹐國朝閨閣詩鈔﹐國朝閨秀正始集﹐小黛軒論詩詩","杭世駿序﹐杭澄自序",""
75,"李葆素","Li Baosu","晚香居士","Wanxiangjushi","素瓊","Suqiong","","","正室","鉛山貢生蔣謙妻。《國朝閨閣詩鈔一百種一百卷》收有詩集。","女","清代",1644,1850,"漢","繡餘草三卷詩餘一卷",1,"340","江西通志﹐柳絮集﹐國朝閨閣詩鈔﹐小黛軒論詩詩","",""
76,"張佛繡","Zhang Foxiu","","","抱珠","Baozhu","","","正室","行人司進士張梁女﹐金山國學生姚惟邁妻。按梁字大木﹐康熙癸丑(1773)進士。","女","清康熙",1662,1722,"漢","《職思居詩鈔》",1,"513","青浦縣志﹐擷芳集﹐正始集﹐國朝閨閣詩鈔﹐小黛軒論詩詩﹐女世說","姚惟邁序﹐王永祺撰張孺人傳",""
77,"沈蕙玉","Shen Huiyu","","","畹亭","Wanting","綠莊","Lüzhuang","正室","貢生倪學涵室。至孝﹐母卒蕙玉以哀痛死。《國朝閨閣詩鈔一百種一百卷》收有詩集。","女","清代",1644,1850,"漢","《聊一軒詩存》",1,"371","蘇州府志﹐擷芳集﹐國朝閨閣詩鈔﹐國朝閨秀正始集﹐小黛軒論詩詩","",""
78,"張因","Zhang Yin","淑華","Shuhua","淨因","Jingyin","淨因道人","Jingyindaoren","正室","《歷代婦女著作考》作江蘇甘泉人。原名英。張堅女﹐舉人黃文暘妻。按黃文暘(1736-﹖)字時若，號秋平、煥亭。貢生。工诗古文辞，通声律。乾隆时，两淮鹽运使設詞曲局，聘為總裁。著有《古泉考》、《葫蘆譜》、《通史發凡》、《埽垢山房詩钞》等﹐另有《曲海總目一卷》。生卒年《清代人物生卒年表》。據《清代閨秀集叢刊》，張因工詩曲，為袁枚“額外女弟子”，揚州曲江亭詩社成員。黃為戲曲目錄學家","女","1741-1807",1741,1807,"漢","《埽垢山房唱隨集》﹐《雙桐館詩鈔》﹐《淑華集》﹐《綠秋書屋詩鈔二卷》",1,"511","湖北通志﹐柳絮集﹐正始集﹐重修揚州府志﹐江蘇詩徵﹐吳縣吳氏書目﹐國朝閨閣詩鈔﹐吳中女士詩鈔﹐小黛軒論詩詩","金兆燕﹐黃文暘",""
79,"汪韞玉","Wang Yunyu","蘭雪","Lanxue","潛輝","Qianhui","汪韞石","Wang Yunshi","正室","歸安諸生金潮妻。早歿。（徐乃昌）閨秀詞鈔作汪韞石。生卒年據《清代閨秀集叢刊》。另據《清代閨秀集叢刊》，幼從叔父學詩，詩詞格律謹嚴，風格清新。遘疾而歿","女","1743-1778",1743,1778,"漢","《聽月樓遗草二卷》、《蘭雪詩鈔》",1,"359","湖州府志﹐國朝閨閣詩鈔﹐國朝閨秀正始集﹐小黛軒論詩詩","秦潮﹐金成璉﹐汪滋畹﹐汪瀹",""
80,"高景芳","Gao Jingfang","","","遠芬","Yuanfen","","","正室","浙閩總督高琦女﹐江寧張宗元妻。蘭閨寶錄中﹐其夫作一等侯張宗仁。《歷代婦女著作考》作《紅雪軒詩文集》六卷。 ","女","清順治康熙間",1644,1721,"漢","《紅雪軒稿三十六卷》",1,"499","盛京通志﹐柳絮集﹐正始集﹐國朝閨閣詩鈔﹐小黛軒論詩詩﹐蘭閨寶錄","張宗仁﹐高欽序﹐高景芳自序","高鈺跋"
81,"李含章","Li Hanzhang","","","蘭貞","Lanzhen","","","繼室","侍郎李因培女﹐湖北布政使歸安葉佩蓀繼妻。紹楏﹑紹本母。按紹楏﹐字琴柯﹐浙江歸安人﹐乾隆癸丑(1793)進士﹐官至廣西巡撫。有《謹墨齋詩鈔》。紹本﹐字仁甫﹐號筠潭﹐嘉慶辛酉(1801)進士，改庶吉士﹐十一年以編修任。歷官山西布政使。有《白鶴山房詩鈔》。 據《清代閨秀集叢刊》，含章為雲南晉寧人。李因培（1717-1767），字其材，號鶴峰，乾隆十年（1745）進士，能詩，與袁枚交善。李氏一族名噪文壇。含章幼隨父任通經史，善詩文，婚後隨夫旅宦各地，多有佳制。","女","清乾隆",1736,1795,"漢","蘩香詩草一卷",1,"329","湖州府志﹐織雲樓合刻﹐國朝閨閣詩鈔﹐國朝閨秀正始集﹐小黛軒論詩詩","",""
82,"王采薇","Wang Caiwei","","","玉珍","Yuzhen","玉映, 薇玉﹐虞鳳，玉瑛","Yuying, Weiyu, Yufeng, Yuying","正室","知縣王光燮女﹐太史孫星衍妻﹐卒年二十四。按星衍(1753-1818)﹐字伯淵﹐一字季逑﹐號淵如﹐陽湖人﹐乾隆五十二年丁未(1787)一甲二名進士﹐授編修﹐散館﹐改刑部主事。據《清代閨秀集叢刊》，采薇初名薇玉，字玉瑛，工書善畫，夫婦情深意篤，婚後唱和稠密，傳為佳話。采薇病逝，孫誓不再娶，為其整理遺詩。","女","1753-1776",1753,1776,"漢","《玉珍集》《長離閣詩集一卷》《罷繡吟》《留香草合刻》",1,"234","擷芳集﹐清史稿藝文志﹐國朝閨閣詩鈔﹐平津館叢書﹐（徐乃昌）閨秀詞鈔﹐小黛軒論詩詩﹐國朝閨秀正始集﹐芳茂山人詩錄﹐武進陽湖誌﹐林下雅音集","孔廣森﹐葉觀國序﹐何森林撰弁言﹐龔慶識﹐王光燮撰傳﹐孫星衍撰行狀﹐袁枚撰墓誌銘",""
83,"胡慎容","Hu Shenrong","臥雲","Woyun","玉亭","Yuting","紅餘﹐玉容","Hongyu,Yurong","正室","胡慎儀妹﹐會稽馮烜妻。《閨秀詞鈔》註﹕慎容﹐字觀止﹐號臥雲﹐又號玉亭﹐山陰人﹐後隨父遷大興。為天游妹﹐慎儀從妹﹐會稽馮坦室﹐有姊慎淑﹐字景素。慎容有《紅鶴山莊集》。生卒年按《清代閨秀集叢刊》","女","1728-1760",1728,1760,"漢","《紅鶴山莊詩鈔二卷》",1,"443","擷芳集﹐（徐乃昌）閨秀詞鈔﹐國朝閨秀正始集﹐小黛軒論詩詩﹐閨秀詞話","蔣士銓﹐王金英評點及序","王槐植跋"
85,"席蕙文","Xi huiwen","","","蘭枝","Lanzhi","耘芝","Yunzhi","正室","清溪縣知縣席紹元女。歸常熟戴安。張允滋﹑張紫蘩芬﹑陸素窗瑛﹑李婉兮媺﹑席蘭枝蕙文﹑朱翠娟宗淑﹑江碧岑珠﹑沈蕙孫纕﹑尤寄湘澹仙﹑沈皎如持玉結清溪吟社號吳中十子。","女","清乾隆",1736,1795,"漢","《采香樓詩艸》﹑《自怡集》",1,"469","擷芳集﹐吳中十子詩鈔﹐國朝閨閣詩鈔﹐國朝閨秀正始集﹐小黛軒論詩詩","江珠",""
86,"楊惺惺","Yang Xingxing","","","柳枝","Liuzhi","","","正室","楊家震次女﹐諸生李成蹊妻。與姊匹鴛並工詩。","女","清代",1644,1850,"漢","吟香摘蠹集",1,"675","柳絮集﹐國朝閨閣詩鈔﹐小黛軒論詩詩","",""
87,"許燕珍","Xu Yanzhen","靜含","Jinghan","儼瓊","Yanqiong","","","正室","龍溪顯令許其卓三女,無為州諸生汪人鎮妻。《國朝閨秀正始集》作儷瓊。《國朝閨閣詩鈔一百種一百卷》收有詩集。","女","清雍正乾隆間",1723,1795,"漢","《鶴語軒集》《黹餘小草》《松窗詞草》《保貞蓑紅綃詠樂府》",1,"566","安徽通志﹐擷芳集﹐續修廬州府志﹐名媛詩話﹐國朝閨閣詩鈔﹐（徐乃昌）閨秀詞鈔﹐國朝閨秀正始集﹐小黛軒論詩詩","",""
88,"張芬","Zhang Fen","","","紫蘩","Zifan","月樓","Yuelou","正室","雲南學政學庠孫女﹐舉人張曾裳女﹐同知吳縣縣丞夏清和妻﹐滋蘭從妹。姊蘊字桂森﹐其詩附於《別雁吟草》。張芬﹑張允滋﹑陸素窗瑛﹑李婉兮媺﹑席蘭枝蕙文﹑朱翠娟宗淑﹑江碧岑珠﹑沈蕙孫纕﹑尤寄湘澹仙﹑沈皎如持玉結清溪吟社號吳中十子。","女","清乾隆",1736,1795,"漢","《兩面樓詩稿》",1,"516","蘇州府志﹐擷芳集﹐正始集﹐吳中十子詩鈔﹐（徐乃昌）閨秀詞鈔﹐小黛軒論詩詩","任兆麟序﹐尤澹僊題詞",""
89,"胡佩芳","Hu Peifang","紉秋居士","Renqiujushi","秀亭","Xiuting","","","正室","廣西知府胡南藩孫女﹐德安諸生燕位特妻。按南藩﹐江西星子人﹐雍正二年(1724)進士。《國朝閨閣詩鈔一百種一百卷》收有詩集。","女","清乾隆",1736,1795,"漢","蘭圃遺草",1,"440","江西通志﹐柳絮集﹐國朝閨閣詩鈔﹐小黛軒論詩詩","",""
90,"江珠","Jiang Zhu","","","碧岑","Bicen","小維摩","Xiaoweimo","正室","國子生藩妹﹐僑居吳縣﹐諸生吾學海妻。 生卒年據《清代閨閣詩集萃編》","女","1764-1804",1764,1804,"漢","《青藜閣集二卷》﹑《小維摩集一卷》",1,"287","蘇州府志﹐清史稿藝文志﹐擷芳集﹐吳中十子詩鈔﹐國朝閨閣詩鈔﹐國朝閨秀正始集﹐吳中女士詩鈔﹐小檀欒室彙刻百家閨秀詞﹐小黛軒論詩詩﹐閨秀詞話","江珠",""
91,"閔肅英","Min Suying","","","端淑","Duanshu","","","正室","南城兵馬司指揮宋鳴珂妻。工文詞﹐尤精筆札。按鳴珂﹐江西奉新人﹐乾隆四十五年(1780)進士。","女","清乾隆嘉慶間",1750,1820,"漢","《瑤草軒詩鈔》﹐《浣香閣遺稿》",1,"652","江西通志﹐國朝閨閣詩鈔﹐國朝閨秀正始集﹐小黛軒論詩詩","",""
92,"潘素心","Pan Suxin","若耶女史","Ruoyenüshi","虛白","Xubai","","","正室","知州潘汝炯女﹐少詹事錢塘汪潤之妻。按潤之字雨園﹐嘉慶辛酉(1801)進士﹐有文名。潘正心姊。子承慶。國朝閨閣詩鈔有""庶吉士懷之母""。  Source for her dates: CBDB ID 54334.按《信芳閣詩草》潘素心序，卒年應為1847（道光丁未）年後，非1840年）.","女","1764-1847後",1764,1850,"漢","《不櫛吟三卷》、《不櫛吟續刻一卷》、《虛白齋詩集》",1,"727","杭州府志﹐清史稿藝文志﹐正始集﹐國朝閨閣詩鈔﹐國朝閨秀正始續集﹐小黛軒論詩詩","蔣士銓﹐周大榜﹐袁枚﹐潘汝炯﹐朱湘芷﹐程璿﹐沈峻﹐汪春﹐葉紹本序","汪同懌﹐許應藻﹐汪懷﹐何若瓊跋"
93,"朱鎮","Zhu Zhen","","","靜媛","Jingyuan","","","正室","舉人況祥麟妻﹐庶吉士況澍主事況澄母。孫況周儀(1859-1926)。按況澍﹐道光九年(1829)進士。況澄﹐道光二年(1822)進士﹐曾官河南糧道。","女","清嘉慶前後",1770,1850,"漢","澹如軒吟草",1,"284","柳絮集﹐國朝閨閣詩鈔﹐蕙風叢書﹐國朝閨秀正始集﹐小黛軒論詩詩","","況周儀"
94,"鮑之蘭","Bao Zhilan","","","畹芬","Wanfen","畹芳","Wanfang","正室","徵士鮑皋女史陳蕊珠長女﹐鮑之鍾(1740-1802)妹﹐其姊妹為之芬之蕙﹐太學生(運判)何澧妻。按之鍾﹐乾隆三十四年(1769)進士。","女","1751-1812",1751,1812,"漢","起雲閣詩鈔四卷",1,"762","清史稿藝文志﹐丹徒縣志﹐京江鮑氏三女史詩鈔合刻﹐國朝閨閣詩鈔﹐國朝閨秀正始續集","鮑之鍾﹐鮑文逵","戴燮元跋"
95,"金若蘭","Jin Ruolan","","","者香","Zhexiang","","","正室﹐寡婦","知縣金翀(振之﹐酉書)女。性恬靜﹐工詩。早寡居。","女","清乾隆嘉慶間",1766,1820,"漢","花語軒詩鈔",1,"405","國朝閨閣詩鈔﹐小黛軒論詩詩","",""
96,"顧慈","Gu Ci","","","昭德","Zhaode","","","正室","按察使顧光旭(1731-1797)女﹐平湖舉人張誠(熙宇)妻﹐舉人湘任之母, 有姊妹顧端顧蘊﹐皆能詩。《國朝閨閣詩鈔一百種一百卷》收有詩集。按光旭，字華陽，號晴沙，又號響泉，金匱人。乾隆十七年(1752年)進士。工書，善詩文。有《涼溪詩鈔》、《響泉集》。清史稿列傳一百二十三有傳。 ","女","1754-1824",1754,1824,"漢","韻松樓詩集一卷",1,"805","平湖經籍志﹐閨籍經眼錄﹐國朝閨閣詩鈔﹐國朝閨秀正始續集﹐小黛軒論詩詩","顧葆之","張湘任﹐朱為弼"
97,"宋鳴瓊","Song Mingqiong","味雪主人","Weixuezhuren","婉仙","Wanxian","","","正室﹐寡婦","九江教授五仁第三女,南城指揮鳴珂妹,鄱陽教諭鳴璜,廣西鹽道鳴琦姊,閔肅英端叔小姑﹐歸涂建萱﹐早寡。號據《清代閨秀集叢刊》。另據《清代閨秀集叢刊》，宋五仁字靜山，號慕劬，清乾隆十六年（1751）進士。鳴瓊年十五適涂，早寡，以清節著稱。其樓名“味雪”，終日登樓誦讀吟詠","女","1750-1822",1750,1822,"漢","味雪樓詩草一卷別稿一卷",1,"324","江西通志﹐柳絮集﹐清閨秀藝文略﹐心鐵石齋集﹐國朝閨閣詩鈔﹐小黛軒論詩詩","",""
98,"郭芬","Guo Fen","","","芝田","Zhitian","貽芳","Yifang","正室","內閣中書汪履基室。","女","清代",1644,1850,"漢","望雲閣詩集",1,"573","安徽通志﹐擷芳集﹐國朝閨閣詩鈔﹐國朝閨秀正始集﹐小黛軒論詩詩","",""
99,"鮑之蕙","Bao Zhihui","茝香","Chaixiang","仲姒","Zhongsi","","","正室","徵士鮑皋(海門)﹑女史陈蕊珠次女﹐鮑之鍾(1740-1802)妹﹐其姊妹為之芬之蘭﹐同知張鉉(翊和﹐舸齋)妻。按鮑皋著有海門詩鈔初集十卷，外集四卷。之鍾為乾隆三十四年(1769)進士。","女","1757-1810",1757,1810,"漢","《清娛閣吟稿六卷》",1,"762","清史稿藝文志﹐丹徒縣志﹐京江鮑氏三女史詩鈔﹐國朝閨閣詩鈔﹐國朝閨秀正始集,隨園女弟子詩選﹐小黛軒論詩詩","吳錫麒﹐法式善﹐吳烜﹐李錫恭﹐鮑之鍾序",""
100,"孔璐華","Kong Luhua","","","經樓","Jinglou","","","正室","博士憲增女, 孔慶鎔女兄﹐大學士儀徵阮元(1764-1849)妻。按阮元，字伯元，江蘇儀徵人。祖玉堂，官湖南參將，從征苗，活降苗數千人，有陰德。元，乾隆五十四年(1789)進士，選庶吉士，散館第一，授編修。逾年大考，高宗親擢第一，超擢少詹事。有國朝儒林文苑傳四卷。清史稿列傳一百五十一有傳。蔡殿齊又作孔璐華為繼室。生卒年按《清代閨秀集叢刊》，亦云為阮元繼室，阮氏一門三代才女，以孔璐華為首","女","1777-1832",1777,1832,"漢","唐宋舊經樓詩稿七卷",1,"219","重修揚州府志﹐販書偶記﹐國朝閨閣詩鈔﹐國朝閨秀正始續集﹐小黛軒論詩詩","",""
101,"楊舫","Yang Fang","","","小橋","Xiaoqiao","","","正室","濟南典史楊運綜女﹐諸生十聯姊,彭澤監生汪陶鎔妻。","女","清代",1644,1850,"漢","白鳳樓詩鈔",1,"674","江西通志﹐柳絮集﹐國朝閨閣詩鈔﹐小黛軒論詩詩","",""
104,"金逸","Jin Yi","僊仙女史","Xianxiannüshi","纖纖","Xianxian","","","正室","吳縣諸生陳基(竹士)(1767-?)妻。卒年二十五。按竹士繼室為王倩女史。生卒年按《清代閨秀集叢刊》","女","1769-1794",1769,1794,"漢","《瘦吟樓詩草四卷》",1,"407","蘇州府志﹐正始集﹐國朝閨閣詩鈔,隨園女弟子詩選﹐小黛軒論詩詩﹐閨秀詞話","楊芳燦﹐王文治﹐袁枚﹐陳文述序",""
105,"帥翰階","Shuai Hanjie","","","蘭娟","Lanjuan","","","正室","洵州知府帥家相女孫﹐州同帥煥女﹐新建裘第元妻。按家相，字伯子，號卓山，帥我孫。乾隆二年(1737)進士。著有《三十六乘書樓詩集十六卷》。 ","女","清乾隆",1755,1795,"漢","綠蔭紅雨軒詩鈔",1,"425","小黛軒論詩詩﹐國朝閨閣詩鈔﹐國朝閨秀正始集","",""
106,"駱綺蘭","Luo Qilan","秋亭","Qiuting","佩香","Peixiang","","","正室﹐寡婦","句容句曲人﹐江寧龔世治妻﹐早寡。舊居廣陵﹐移家丹徒﹐為袁簡齋王夢樓女弟子。與江都盧元素並工詩畫﹐人稱女盧駱。《歷代婦女著作考》著錄《聽秋軒詩集》為六卷本。清史稿又作四卷本。據《清代閨秀集叢刊》，生卒年為1756-？，又從王昶學","女","1756-1813後",1756,1820,"漢","《聽秋軒詩集六卷》",1,"761","清史稿藝文志﹐續江寧府志﹐晚晴簃詩匯﹐佩香詩畫﹐國朝閨閣詩鈔﹐國朝閨秀正始集﹐隨園女弟子詩選﹐小黛軒論詩詩﹐女世說","袁枚﹐王文治﹐曾燠序",""
108,"廖雲錦","Liao Yunjin","織雲","Zhiyun","蕊珠","Ruizhu","錦香居士","Jinxiangjushi","正室﹐寡婦","合肥令廖古檀(景文)與女史朱靈珠次女﹐華亭馬姬木妻﹐早寡。善丹青﹐工畫山水﹐兼精花卉翎毛。","女","清嘉慶前後",1766,1835,"漢","《仙霞閣詩草》《織雲樓詩稿》",1,"697","松江府續志﹐青浦縣志﹐擷芳集﹐國朝閨閣詩鈔﹐（徐乃昌）閨秀詞鈔﹐國朝閨秀正始集,隨園女弟子詩選﹐小黛軒論詩詩","王昶序",""
109,"孫蓀意","Sun Sunyi","","","秀芬","Xiufen","孫琦﹐苕玉","Sun Qi, Tiaoyu","正室","孫震元女。蕭山貢生高第(穎樓)妻﹐舉人﹑湖南鹽道高修枚(丙曦)母。生卒年據《清代閨秀集叢刊》。另據《清代閨秀集叢刊》，蓀意幼穎悟，嗜詩書。高第字雲士。夫婦才調相稱，酬唱切磋。","女","b.1783",1783,0,"漢","《遺硯齋詩稿四卷》﹐《衍波詞二卷》﹐《銜蟬小錄八卷》",1,"464","清史稿藝文志﹐杭州府志﹐合眾圖書館書目﹐小檀欒室彙刻閨秀詞﹐國朝閨閣詩鈔﹐國朝閨秀正始集﹐小黛軒論詩詩﹐閨秀詞話﹐女世說","曹斯棟﹐洪亮吉﹐胡敬﹐孫蓀意﹐許宗彥序","孫錫麐跋"
110,"陳長生","Chen Changsheng","","","秋穀","Qiugu","嫦笙","Changsheng","正室","雍正進士﹑太僕寺卿陳兆崙(星齋,句山)(1701-1771)女孫﹐舉人(麗江知府)陳玉敦女﹐陳端生(雲貞)三妹﹐廣西巡撫歸安葉紹楏妻。按紹楏字琴柯﹐乾隆五十八年(1793)進士。","女","清乾隆嘉慶",1751,1820,"漢","《繪聲閣初稿一卷續稿一卷》",1,"584","湖州府志﹐杭州府志﹐名媛詩話﹐織雲樓合刻﹐國朝閨閣詩鈔﹐國朝閨秀正始集,隨園女弟子詩選﹐小黛軒論詩詩","",""
